STATEFP10,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,PARTFLG10
19,52760,1952760,B5,G6350,S,56930747,1969592,+41.5486554,-091.0868067,N
19,50482,1950482,B5,G6350,S,74538658,6627465,+43.1131013,-093.4864041,N
19,50401,1950401,B5,G6350,S,386330590,1179202,+43.1531687,-093.1998201,N
19,51061,1951061,B5,G6350,S,121469875,158296,+42.5807264,-095.7184712,N
19,52050,1952050,B5,G6350,S,83972685,55361,+42.6043139,-091.3299003,N
19,52727,1952727,B5,G6350,S,63043506,38395,+41.9547878,-090.3259397,N
19,51441,1951441,B5,G6350,S,40168897,98018,+42.1133047,-095.3154269,N
19,51529,1951529,B5,G6350,S,333100388,853349,+41.8604763,-095.6434634,N
19,51019,1951019,B5,G6350,S,236507950,279978,+42.2746792,-095.7356672,N
19,50111,1950111,B5,G6350,S,71187442,297164,+41.6921189,-093.8053755,N
19,52330,1952330,B5,G6350,S,123160697,0,+42.3494447,-091.5004963,N
19,52601,1952601,B5,G6350,S,287154693,24870627,+40.8560495,-091.1297168,N
19,52640,1952640,B5,G6350,S,188599646,43999,+41.1012374,-091.2804660,N
19,52638,1952638,B5,G6350,S,88053650,467658,+40.8014531,-091.2423271,N
19,51334,1951334,B5,G6350,S,485368079,6412989,+43.4041087,-094.8050565,N
19,51355,1951355,B5,G6350,S,6366547,4686146,+43.3881772,-095.1366931,N
19,52032,1952032,B5,G6350,S,272313928,258490,+42.2896459,-090.8395339,N
19,52039,1952039,B5,G6350,S,91068312,0,+42.5391419,-090.8609580,N
19,52175,1952175,B5,G6350,S,224708583,0,+42.9939454,-091.8256243,N
19,52144,1952144,B5,G6350,S,194119174,0,+43.1391522,-091.9623622,N
19,52161,1952161,B5,G6350,S,140304657,0,+43.1295300,-091.7571251,N
19,51640,1951640,B5,G6350,S,310350585,3639361,+40.6234884,-095.6562225,Y
19,51639,1951639,B5,G6350,S,186680453,110567,+40.7201216,-095.4664025,N
19,50029,1950029,B5,G6350,S,104965036,73324,+41.8289558,-094.5559334,N
19,50680,1950680,B5,G6350,S,138682394,0,+42.4520942,-092.9230373,N
19,50480,1950480,B5,G6350,S,162227230,796098,+43.2503671,-094.0586066,N
19,50122,1950122,B5,G6350,S,218555456,65908,+42.3053624,-093.3118071,N
19,50628,1950628,B5,G6350,S,289171765,185024,+43.2727096,-092.3940455,N
19,52136,1952136,B5,G6350,S,552203778,240784,+43.3740768,-092.1116730,N
19,50541,1950541,B5,G6350,S,236217558,1532105,+42.7102281,-094.4523868,N
19,52251,1952251,B5,G6350,S,106312085,27088,+41.7123925,-092.2017095,N
19,52236,1952236,B5,G6350,S,74129557,18621,+41.7335729,-091.8765679,N
19,50028,1950028,B5,G6350,S,114863517,70134,+41.8120157,-093.1536723,N
19,52540,1952540,B5,G6350,S,253576975,4104687,+41.1562049,-091.8215786,N
19,52567,1952567,B5,G6350,S,73121919,0,+40.9301928,-092.0779555,N
19,52205,1952205,B5,G6350,S,308696311,1249997,+42.1197667,-091.2862938,N
19,52362,1952362,B5,G6350,S,157402805,27137,+42.0789914,-090.9834155,N
19,50539,1950539,B5,G6350,S,139538906,0,+43.2369613,-094.4199831,N
19,52314,1952314,B5,G6350,S,154117330,1540724,+41.9353625,-091.4476841,N
19,52214,1952214,B5,G6350,S,244351368,3271134,+42.1878720,-091.5092664,N
19,52227,1952227,B5,G6350,S,74705535,1308018,+41.8944682,-091.5685266,N
19,52202,1952202,B5,G6350,S,65271185,23892,+42.1594957,-091.6384401,N
19,52737,1952737,B5,G6350,S,607264,0,+41.2592772,-091.3746106,N
19,50163,1950163,B5,G6350,S,1230059,0,+41.2223875,-093.2410353,N
19,50148,1950148,B5,G6350,S,51098115,0,+42.1813054,-092.9928250,N
19,51554,1951554,B5,G6350,S,6840874,0,+41.1473875,-095.6818485,N
19,50455,1950455,B5,G6350,S,84207513,0,+43.4569537,-092.6498425,N
19,51231,1951231,B5,G6350,S,73029493,0,+43.1031294,-095.7421992,N
19,51022,1951022,B5,G6350,S,204082524,0,+42.9769821,-095.8500254,N
19,51238,1951238,B5,G6350,S,118821879,9457,+43.0743511,-095.8927328,N
19,51027,1951027,B5,G6350,S,239811950,23769,+42.9603131,-096.3222315,N
19,50073,1950073,B5,G6350,S,67244090,176052,+41.7938313,-093.5252130,N
19,50310,1950310,B5,G6350,S,20861437,262109,+41.6275816,-093.6726595,N
19,50309,1950309,B5,G6350,S,7348586,427887,+41.5844499,-093.6207781,N
19,50032,1950032,B5,G6350,S,955390,0,+41.6665207,-093.5423867,N
19,51536,1951536,B5,G6350,S,124194420,761423,+41.3868938,-095.3587149,N
19,51525,1951525,B5,G6350,S,156751446,1538703,+41.2337696,-095.4163718,N
19,50861,1950861,B5,G6350,S,112876664,644174,+40.9084311,-094.2559222,N
19,51458,1951458,B5,G6350,S,245286348,121235,+42.3263737,-095.2353070,N
19,52802,1952802,B5,G6350,S,24767339,4527073,+41.4945145,-090.6371868,N
19,52756,1952756,B5,G6350,S,110779391,328250,+41.7294007,-090.5391146,N
19,52746,1952746,B5,G6350,S,68556073,251241,+41.7164551,-090.6703917,N
19,52342,1952342,B5,G6350,S,232363570,297341,+42.0576714,-092.5474832,N
19,50833,1950833,B5,G6350,S,532934532,3390787,+40.6705455,-094.7008881,N
19,50830,1950830,B5,G6350,S,305947024,670811,+41.0271007,-094.1910968,N
19,50060,1950060,B5,G6350,S,452369096,1241090,+40.7514078,-093.3188599,N
19,50518,1950518,B5,G6350,S,80803741,0,+42.5149115,-094.3860208,N
19,50501,1950501,B5,G6350,S,403940220,3275560,+42.4914307,-094.1966257,N
19,50544,1950544,B5,G6350,S,75465666,0,+42.2507271,-094.1705452,N
19,50465,1950465,B5,G6350,S,9497218,0,+43.4865498,-093.9122286,N
19,51054,1951054,B5,G6350,S,103979705,2349320,+42.3801263,-096.3161112,N
19,51007,1951007,B5,G6350,S,87318034,0,+42.4039489,-096.1870644,N
19,50440,1950440,B5,G6350,S,80662384,3414,+43.3333408,-093.0712578,N
19,50070,1950070,B5,G6350,S,170639223,431546,+41.4455375,-094.2326322,N
19,50048,1950048,B5,G6350,S,226295338,277932,+41.5124572,-094.5200583,N
19,52160,1952160,B5,G6350,S,103221189,480892,+43.4596533,-091.3517119,N
19,52594,1952594,B5,G6350,S,121874560,112662,+40.8358943,-092.6509854,N
19,52571,1952571,B5,G6350,S,248003228,28399326,+40.8820425,-092.8406097,N
19,52544,1952544,B5,G6350,S,354995856,988963,+40.7066418,-092.9122720,N
19,51531,1951531,B5,G6350,S,73952439,0,+41.5886848,-095.0872159,N
19,52249,1952249,B5,G6350,S,131160363,0,+42.0141521,-092.2054265,N
19,52318,1952318,B5,G6350,S,95080335,0,+41.8892797,-091.8927299,N
19,52354,1952354,B5,G6350,S,76593832,0,+41.9159812,-091.9877589,N
19,50702,1950702,B5,G6350,S,24299017,1309473,+42.4577135,-092.3122049,N
19,50626,1950626,B5,G6350,S,130268151,624653,+42.5870468,-092.1755328,N
19,50667,1950667,B5,G6350,S,5217793,0,+42.4702252,-092.2264149,N
19,50648,1950648,B5,G6350,S,223049944,162774,+42.4532052,-092.0932302,N
19,50629,1950629,B5,G6350,S,204632578,696088,+42.6486695,-092.0715373,N
19,52210,1952210,B5,G6350,S,90408046,54596,+42.3358237,-092.0013617,N
19,50568,1950568,B5,G6350,S,219912855,158438,+42.6260503,-094.9840088,N
19,51005,1951005,B5,G6350,S,244144831,25429,+42.7236030,-095.4187910,N
19,50601,1950601,B5,G6350,S,367829271,182849,+42.5677676,-093.0600581,N
19,50433,1950433,B5,G6350,S,125889253,0,+42.9232424,-093.0501835,N
19,50575,1950575,B5,G6350,S,163446600,0,+42.5603442,-094.7004908,N
19,51430,1951430,B5,G6350,S,105486875,44158,+42.0822583,-095.0247218,N
19,51467,1951467,B5,G6350,S,168862484,113009,+42.0726604,-095.1179952,N
19,52772,1952772,B5,G6350,S,339596319,2731777,+41.7551674,-091.1436720,N
19,52747,1952747,B5,G6350,S,56082804,11347,+41.6111416,-090.9054159,N
19,50428,1950428,B5,G6350,S,306745321,9634833,+43.1369333,-093.3971074,N
19,50457,1950457,B5,G6350,S,88503707,0,+42.9163370,-093.4936083,N
19,51049,1951049,B5,G6350,S,113047876,50072,+42.6292767,-095.6481119,N
19,51037,1951037,B5,G6350,S,61667480,0,+42.8266711,-095.6431372,N
19,51046,1951046,B5,G6350,S,240751766,166273,+42.9618338,-095.6780200,N
19,50658,1950658,B5,G6350,S,184273746,2823857,+42.9627813,-092.5425128,N
19,50275,1950275,B5,G6350,S,131849713,0,+41.0375362,-093.5896022,N
19,50515,1950515,B5,G6350,S,95985264,91529,+43.0222169,-094.8633710,N
19,51301,1951301,B5,G6350,S,404708301,2234108,+43.1531703,-095.1476544,N
19,51357,1951357,B5,G6350,S,108592195,0,+43.0607731,-095.2806172,N
19,52044,1952044,B5,G6350,S,31383574,0,+42.7690195,-091.3235060,N
19,52042,1952042,B5,G6350,S,161442828,20364,+42.6980931,-091.3575154,N
19,52052,1952052,B5,G6350,S,230273665,18726685,+42.7424433,-091.1167012,N
19,52158,1952158,B5,G6350,S,2809122,548463,+43.0439465,-091.1824033,N
19,52069,1952069,B5,G6350,S,132636290,641384,+42.0635962,-090.4423225,N
19,52064,1952064,B5,G6350,S,106639281,901301,+42.0935736,-090.3108258,N
19,51520,1951520,B5,G6350,S,48585455,0,+41.9695420,-095.4614305,N
19,51527,1951527,B5,G6350,S,101087935,21989,+41.8400754,-095.3363617,N
19,51454,1951454,B5,G6350,S,259200047,113184,+41.8712793,-095.2027310,N
19,50109,1950109,B5,G6350,S,56668494,6088741,+41.7708802,-093.8006306,N
19,50277,1950277,B5,G6350,S,104453458,170820,+41.7797852,-094.3505763,N
19,50261,1950261,B5,G6350,S,171581878,1660853,+41.4750633,-093.9158719,N
19,52552,1952552,B5,G6350,S,150432424,1450714,+40.8270925,-092.5487481,N
19,52570,1952570,B5,G6350,S,177255523,381961,+40.6874110,-092.1462246,N
19,50144,1950144,B5,G6350,S,361463599,1141463,+40.7390498,-093.7408004,N
19,52057,1952057,B5,G6350,S,361760049,590030,+42.4894811,-091.4558846,N
19,52223,1952223,B5,G6350,S,125813447,1806360,+42.4125797,-091.3243676,N
19,52237,1952237,B5,G6350,S,210347931,114007,+42.3443819,-091.2486935,N
19,52310,1952310,B5,G6350,S,384963817,219776,+42.2204159,-091.1952526,N
19,52001,1952001,B5,G6350,S,67709949,7347814,+42.5454119,-090.6962995,N
19,52079,1952079,B5,G6350,S,153776141,0,+42.2855541,-090.7162483,N
19,51365,1951365,B5,G6350,S,52560020,5880937,+43.3051733,-094.7325268,N
19,50655,1950655,B5,G6350,S,90963065,88615,+42.7655801,-091.8916920,N
19,50653,1950653,B5,G6350,S,133981606,767138,+42.9685950,-092.8857167,N
19,50441,1950441,B5,G6350,S,395173317,489337,+42.7413403,-093.2209733,N
19,51645,1951645,B5,G6350,S,107043333,0,+40.8818926,-095.4325238,N
19,51649,1951649,B5,G6350,S,105693737,640749,+40.8504057,-095.5270407,N
19,50129,1950129,B5,G6350,S,434205215,1453435,+42.0147710,-094.3767426,N
19,50609,1950609,B5,G6350,S,89198169,20429,+42.2283766,-092.8094664,N
19,50132,1950132,B5,G6350,S,74609258,0,+42.3916734,-093.6915298,N
19,50075,1950075,B5,G6350,S,119361655,7736,+42.3321391,-093.5506312,N
19,50231,1950231,B5,G6350,S,1065168,0,+42.2371231,-093.6026321,N
19,51557,1951557,B5,G6350,S,180194271,897572,+41.7317384,-095.9975573,Y
19,51545,1951545,B5,G6350,S,113915286,2206866,+41.8443161,-096.0301130,N
19,51556,1951556,B5,G6350,S,114386041,3108554,+41.6417086,-096.0292618,N
19,52647,1952647,B5,G6350,S,911591,0,+41.1351013,-091.5446577,N
19,50520,1950520,B5,G6350,S,61318438,754489,+42.8091904,-094.3979286,N
19,50582,1950582,B5,G6350,S,53208823,363628,+42.7938384,-094.2956647,N
19,51445,1951445,B5,G6350,S,327461286,411756,+42.3214147,-095.4622127,N
19,51016,1951016,B5,G6350,S,262372029,523403,+42.4716413,-095.8046452,N
19,52316,1952316,B5,G6350,S,180146786,147075,+41.5466337,-092.0955697,N
19,50168,1950168,B5,G6350,S,104677767,95694,+41.7883607,-093.2785464,N
19,50112,1950112,B5,G6350,S,475237392,434761,+41.7300934,-092.7154375,N
19,52404,1952404,B5,G6350,S,142043563,889927,+41.9230563,-091.6988664,N
19,52231,1952231,B5,G6350,S,84639740,95411,+41.3616561,-092.0591267,N
19,52561,1952561,B5,G6350,S,90093309,79519,+41.2202852,-092.4522616,N
19,50559,1950559,B5,G6350,S,102790935,0,+43.2088191,-094.3292433,N
19,52627,1952627,B5,G6350,S,176642169,11772493,+40.6820603,-091.3575836,N
19,52632,1952632,B5,G6350,S,131951222,8518800,+40.4325280,-091.4373433,N
19,52401,1952401,B5,G6350,S,3071004,393501,+41.9754858,-091.6591716,N
19,52754,1952754,B5,G6350,S,184729827,1275885,+41.3461847,-091.2258612,N
19,52739,1952739,B5,G6350,S,84960780,4250255,+41.3751714,-091.3673253,N
19,50151,1950151,B5,G6350,S,205300543,263300,+41.0819072,-093.5177902,N
19,50068,1950068,B5,G6350,S,114687763,61870,+40.9480726,-093.4662544,N
19,51237,1951237,B5,G6350,S,249747863,12058,+43.3360659,-096.0007636,N
19,51241,1951241,B5,G6350,S,232758318,9568,+43.4512320,-096.4617498,N
19,50218,1950218,B5,G6350,S,542828,0,+41.3483538,-093.8804051,N
19,52553,1952553,B5,G6350,S,216320658,2103436,+41.1484317,-092.6549289,N
19,52543,1952543,B5,G6350,S,53378306,19751,+41.2019774,-092.5126688,N
19,50162,1950162,B5,G6350,S,132095121,25577,+41.9282971,-093.0721735,N
19,50051,1950051,B5,G6350,S,66182743,390346,+42.1353921,-093.1413994,N
19,51551,1951551,B5,G6350,S,209838981,957138,+40.9908196,-095.5875013,N
19,51503,1951503,B5,G6350,S,307521189,3790189,+41.2232375,-095.7844582,N
19,51533,1951533,B5,G6350,S,213611876,29760,+41.0394540,-095.3781721,N
19,51063,1951063,B5,G6350,S,159921593,2136845,+42.1391587,-096.1683179,N
19,51056,1951056,B5,G6350,S,88612403,319810,+42.2412929,-095.9563960,N
19,50150,1950150,B5,G6350,S,147921893,614785,+41.1255077,-092.9751922,N
19,50847,1950847,B5,G6350,S,836560,26548,+41.1405625,-094.9823579,N
19,51636,1951636,B5,G6350,S,144434643,0,+40.6672815,-095.2325589,N
19,51656,1951656,B5,G6350,S,438077,0,+40.7347085,-095.1563429,N
19,50527,1950527,B5,G6350,S,141597255,0,+42.9649902,-094.7854172,N
19,51109,1951109,B5,G6350,S,46990825,2168732,+42.5801127,-096.4744333,N
19,50593,1950593,B5,G6350,S,480019,0,+42.6571966,-094.8988075,N
19,50124,1950124,B5,G6350,S,54098688,0,+41.8856724,-093.6040729,N
19,50313,1950313,B5,G6350,S,46753201,882092,+41.6544767,-093.6241798,N
19,50023,1950023,B5,G6350,S,57348146,75990,+41.7312858,-093.6318565,N
19,50315,1950315,B5,G6350,S,25951327,609004,+41.5459183,-093.6221237,N
19,50311,1950311,B5,G6350,S,6511832,0,+41.6010330,-093.6728683,N
19,50324,1950324,B5,G6350,S,3740280,0,+41.6044130,-093.7128470,N
19,50316,1950316,B5,G6350,S,9215176,87305,+41.6086291,-093.5995786,N
19,51510,1951510,B5,G6350,S,4841212,387357,+41.2885335,-095.9168723,N
19,51575,1951575,B5,G6350,S,126543884,25774,+41.2401896,-095.6022149,N
19,51548,1951548,B5,G6350,S,64393248,0,+41.3178525,-095.6369782,N
19,51553,1951553,B5,G6350,S,118479391,107957,+41.4244502,-095.5461602,N
19,50242,1950242,B5,G6350,S,106817265,137228,+41.5610393,-092.6937555,N
19,50860,1950860,B5,G6350,S,114501829,634749,+40.6174587,-094.3479437,N
19,50854,1950854,B5,G6350,S,348732719,2208507,+40.6793749,-094.2127699,N
19,52806,1952806,B5,G6350,S,79448284,0,+41.5896895,-090.6259019,N
19,52801,1952801,B5,G6350,S,939343,420565,+41.5210382,-090.5748493,N
19,52745,1952745,B5,G6350,S,73906469,475142,+41.7186018,-090.7664826,N
19,50012,1950012,B5,G6350,S,1972687,9935,+42.0267512,-093.6458733,N
19,50012,1950012,B5,G6350,S,1972687,9935,+42.0267512,-093.6458733,N
19,52348,1952348,B5,G6350,S,2376982,0,+41.9901368,-092.3814814,N
19,50254,1950254,B5,G6350,S,113421039,232611,+40.9875201,-094.0742401,N
19,52620,1952620,B5,G6350,S,137753252,1644039,+40.6978407,-091.7972194,N
19,52565,1952565,B5,G6350,S,300828566,6809169,+40.7420788,-091.9344916,N
19,52501,1952501,B5,G6350,S,584395540,6902331,+41.0357048,-092.4313704,N
19,50125,1950125,B5,G6350,S,423849028,2672916,+41.3351850,-093.5846336,N
19,50557,1950557,B5,G6350,S,129034762,1116719,+42.3608021,-094.0437345,N
19,50566,1950566,B5,G6350,S,89844358,21164,+42.4377698,-094.3236520,N
19,51106,1951106,B5,G6350,S,80695546,1007236,+42.4633957,-096.3215049,N
19,50456,1950456,B5,G6350,S,120416382,14091,+43.2913288,-093.2161353,N
19,50858,1950858,B5,G6350,S,206774627,220623,+41.2212629,-094.4096694,N
19,50851,1950851,B5,G6350,S,333878001,1336397,+40.9085841,-094.5370318,N
19,52156,1952156,B5,G6350,S,110195420,0,+43.0525121,-091.4623453,N
19,52101,1952101,B5,G6350,S,804344852,277310,+43.3536097,-091.7660497,N
19,52590,1952590,B5,G6350,S,194009522,516550,+40.6602209,-093.1249672,N
19,50022,1950022,B5,G6350,S,431487278,396033,+41.4143367,-094.9962656,N
19,52349,1952349,B5,G6350,S,379632680,3039464,+42.1732455,-092.0096303,N
19,50703,1950703,B5,G6350,S,242656830,2067185,+42.5480594,-092.2864306,N
19,50669,1950669,B5,G6350,S,239739631,10422,+42.3434574,-092.6025487,N
19,50036,1950036,B5,G6350,S,502476772,2586719,+42.0855537,-093.8642041,N
19,50645,1950645,B5,G6350,S,213772471,473555,+43.0195460,-092.4436494,N
19,50666,1950666,B5,G6350,S,139333332,922703,+42.8709658,-092.5201107,N
19,50641,1950641,B5,G6350,S,122810408,209379,+42.6065497,-091.9200326,N
19,50662,1950662,B5,G6350,S,175813071,236446,+42.6886619,-091.9374863,N
19,51366,1951366,B5,G6350,S,163533985,360554,+42.9607027,-095.0029538,N
19,50586,1950586,B5,G6350,S,91099208,22112,+42.4118596,-094.4255599,N
19,50551,1950551,B5,G6350,S,69704315,0,+42.4795768,-094.7511172,N
19,51451,1951451,B5,G6350,S,951902,3547,+42.1840795,-094.6951583,N
19,52778,1952778,B5,G6350,S,215809810,162565,+41.6095785,-090.9902075,N
19,52721,1952721,B5,G6350,S,108698097,0,+41.7569230,-090.9596958,N
19,52255,1952255,B5,G6350,S,112408307,0,+41.8636166,-090.9612471,N
19,51014,1951014,B5,G6350,S,139616307,30645,+42.7876395,-095.7073125,N
19,51358,1951358,B5,G6350,S,189121681,13832676,+43.1315317,-094.8995512,N
19,51364,1951364,B5,G6350,S,167034887,0,+43.2995524,-094.9654450,N
19,52076,1952076,B5,G6350,S,252900986,0,+42.6998198,-091.5101504,N
19,52048,1952048,B5,G6350,S,85789255,0,+42.7421258,-091.2572038,N
19,52742,1952742,B5,G6350,S,303606179,536597,+41.8382631,-090.5196995,N
19,52751,1952751,B5,G6350,S,128873436,212180,+41.8364351,-090.6797846,N
19,51461,1951461,B5,G6350,S,130099954,96174,+42.1761576,-095.4853426,N
19,51034,1951034,B5,G6350,S,290256763,619521,+42.1607539,-095.7896198,N
19,50039,1950039,B5,G6350,S,60629106,32941,+41.8142046,-093.9967780,N
19,50266,1950266,B5,G6350,S,42782812,278023,+41.5703415,-093.7994179,N
19,50066,1950066,B5,G6350,S,64261113,471078,+41.7980808,-094.2333957,N
19,52584,1952584,B5,G6350,S,58385858,165373,+40.6376697,-092.2481926,N
19,50140,1950140,B5,G6350,S,239713197,1964936,+40.6455201,-093.9862735,N
19,50147,1950147,B5,G6350,S,187377446,114299,+40.6292631,-093.5537272,N
19,52644,1952644,B5,G6350,S,111080445,0,+41.0399948,-091.4149800,N
19,52003,1952003,B5,G6350,S,146018984,5935120,+42.4307008,-090.6696822,N
19,52033,1952033,B5,G6350,S,252635822,0,+42.2790384,-091.0012572,N
19,52045,1952045,B5,G6350,S,123925080,0,+42.4608250,-090.9375408,N
19,52031,1952031,B5,G6350,S,434689857,13380220,+42.2525639,-090.4864206,N
19,50578,1950578,B5,G6350,S,192245774,85671,+43.3065018,-094.5495587,N
19,52142,1952142,B5,G6350,S,188687600,644278,+42.8248169,-091.7968506,N
19,50664,1950664,B5,G6350,S,95350,0,+42.7012490,-092.0761929,N
19,50420,1950420,B5,G6350,S,117256906,0,+42.8041557,-093.4604212,N
19,50633,1950633,B5,G6350,S,102851181,227351,+42.6717989,-093.1281824,N
19,50041,1950041,B5,G6350,S,1101427,0,+42.6384540,-093.2481475,N
19,50130,1950130,B5,G6350,S,170595167,1337885,+42.3033866,-093.6692639,N
19,50246,1950246,B5,G6350,S,120139148,14079,+42.2745814,-093.7861050,N
19,50599,1950599,B5,G6350,S,132976009,81058,+42.5793220,-093.8232167,N
19,50423,1950423,B5,G6350,S,374229159,2135683,+43.1182236,-093.8144654,N
19,50439,1950439,B5,G6350,S,84616343,89976,+42.9447170,-093.6263388,N
19,50154,1950154,B5,G6350,S,53144166,0,+42.1722607,-093.3927802,N
19,51565,1951565,B5,G6350,S,126093483,34627,+41.6429492,-095.5244294,N
19,52654,1952654,B5,G6350,S,135506241,559501,+41.1407019,-091.6717390,N
19,50577,1950577,B5,G6350,S,106941323,0,+42.8586650,-093.9770045,N
19,52347,1952347,B5,G6350,S,166647034,0,+41.7125404,-092.2844935,N
19,52355,1952355,B5,G6350,S,95190631,19139,+41.4606173,-092.1918321,N
19,50208,1950208,B5,G6350,S,425424684,621979,+41.7117214,-093.0339577,N
19,50153,1950153,B5,G6350,S,80343018,29176,+41.5738959,-092.8070214,N
19,50237,1950237,B5,G6350,S,143182465,2820344,+41.5339059,-093.3685358,N
19,52580,1952580,B5,G6350,S,98696227,69238,+41.1052180,-092.0903310,N
19,52563,1952563,B5,G6350,S,299042502,108928,+41.1695127,-092.2793071,N
19,52340,1952340,B5,G6350,S,42919615,20868,+41.7056335,-091.6768252,N
19,52240,1952240,B5,G6350,S,414515848,1055470,+41.6342085,-091.4990500,N
19,52246,1952246,B5,G6350,S,23555236,276773,+41.6523132,-091.5704070,N
19,52246,1952246,B5,G6350,S,23555236,276773,+41.6523132,-091.5704070,N
19,52242,1952242,B5,G6350,S,1874659,121019,+41.6617775,-091.5483467,N
19,52335,1952335,B5,G6350,S,144626544,85893,+41.4679609,-092.0537959,N
19,50590,1950590,B5,G6350,S,203960351,20388,+43.4070589,-094.3148789,N
19,52626,1952626,B5,G6350,S,243657718,3779546,+40.6235145,-091.7242956,Y
19,52219,1952219,B5,G6350,S,1194124,0,+42.2377349,-091.4258360,N
19,52336,1952336,B5,G6350,S,127231477,22255,+42.0705162,-091.4323623,N
19,52328,1952328,B5,G6350,S,7989464,0,+42.0716007,-091.6660914,N
19,52752,1952752,B5,G6350,S,984227,0,+41.2747259,-091.1912220,N
19,51201,1951201,B5,G6350,S,295733762,83830,+43.1778304,-095.8660913,N
19,51239,1951239,B5,G6350,S,171486564,27377,+43.2039173,-096.1474814,N
19,52577,1952577,B5,G6350,S,411815079,3957417,+41.2729832,-092.6616406,N
19,52534,1952534,B5,G6350,S,1012395,0,+41.2719524,-092.6819304,N
19,50138,1950138,B5,G6350,S,442220413,19606875,+41.3005894,-093.1051851,N
19,51573,1951573,B5,G6350,S,156082408,69715,+40.9795588,-095.0970516,N
19,51350,1951350,B5,G6350,S,112104258,0,+43.3109628,-095.6008332,N
19,51647,1951647,B5,G6350,S,49689882,0,+40.6088734,-095.3197181,N
19,50562,1950562,B5,G6350,S,165098566,0,+42.9615320,-094.6417885,N
19,51024,1951024,B5,G6350,S,232644349,84098,+42.6121424,-096.2629827,N
19,50021,1950021,B5,G6350,S,66701596,24328,+41.7242084,-093.5654228,N
19,50007,1950007,B5,G6350,S,13782897,0,+41.8068143,-093.6020083,N
19,50171,1950171,B5,G6350,S,279932013,1743671,+41.5858516,-092.5254129,N
19,50863,1950863,B5,G6350,S,77735238,443429,+40.8477808,-094.1757344,N
19,50535,1950535,B5,G6350,S,157943720,548655,+42.4531863,-095.1624894,N
19,51466,1951466,B5,G6350,S,133431076,1117550,+42.2571682,-095.1067321,N
19,52768,1952768,B5,G6350,S,83537465,5943919,+41.7006799,-090.3869974,N
19,52758,1952758,B5,G6350,S,1608926,136965,+41.7425138,-090.4373493,N
19,51447,1951447,B5,G6350,S,90268943,0,+41.7220939,-095.1959808,N
19,51234,1951234,B5,G6350,S,129270904,3603,+43.1922047,-096.0193348,N
19,51250,1951250,B5,G6350,S,186171025,227938,+43.0909335,-096.2058109,N
19,51244,1951244,B5,G6350,S,778428,0,+43.2447723,-095.9355554,N
19,50105,1950105,B5,G6350,S,20560447,0,+42.1102851,-093.6372844,N
19,51646,1951646,B5,G6350,S,162217900,686028,+40.7476852,-094.8744485,N
19,52573,1952573,B5,G6350,S,73619608,1010778,+40.6275690,-091.9288495,Y
19,52548,1952548,B5,G6350,S,588295,34434,+41.0858345,-092.5329814,N
19,50165,1950165,B5,G6350,S,6437634,0,+40.8436612,-093.2836952,N
19,50523,1950523,B5,G6350,S,109190936,0,+42.3679943,-094.2957342,N
19,50521,1950521,B5,G6350,S,3160848,0,+42.3462234,-094.1028210,N
19,51101,1951101,B5,G6350,S,3050811,87953,+42.4936881,-096.3941843,N
19,51111,1951111,B5,G6350,S,17306992,686395,+42.4185000,-096.3931032,N
